entry,exit,stop_price,target_price,r_multiple_gross,exit_reason,hold_min,trade_date,obs_minute,stop_points,r_net,fold_test_end
8819.25,8840.0,8888.607142857143,8715.214285714286,-0.2991761071060762,time,240,2020-01-03 00:00:00-05:00,90,69.35714285714286,-0.3099897013388259,2021-01-01
8871.5,8942.089285714286,8941.839285714286,8765.99107142857,-1.003554201574011,stop,117,2020-01-08 00:00:00-05:00,90,70.33928571428571,-1.0142168062960217,2021-01-01
9148.25,9159.5,9240.839285714286,9009.36607142857,-0.12150433944069432,time,240,2020-01-17 00:00:00-05:00,90,92.58928571428571,-0.1296046287367406,2021-01-01
8962.75,8974.25,9043.285714285714,8841.94642857143,-0.14279379157427938,time,240,2020-01-27 00:00:00-05:00,90,80.53571428571429,-0.15210643015521064,2021-01-01
9027.25,9102.25,9122.142857142857,8884.910714285714,-0.7903650733910426,time,240,2020-01-30 00:00:00-05:00,90,94.89285714285714,-0.798268724124953,2021-01-01
9506.75,9445.0,9626.089285714286,9327.74107142857,0.5174322908873261,time,240,2020-02-21 00:00:00-05:00,90,119.33928571428571,0.5111476881639982,2021-01-01
9026.25,8918.0,9163.035714285714,8821.07142857143,0.7913838120104439,time,240,2020-02-25 00:00:00-05:00,90,136.78571428571428,0.7859007832898173,2021-01-01
8719.5,8838.0,8934.923076923076,8396.365384615385,-0.5500803427959293,time,240,2020-03-04 00:00:00-05:00,90,215.42307692307693,-0.5535618639528656,2021-01-01
8062.25,8030.75,8337.923076923076,7648.740384615385,0.11426578304848274,time,240,2020-03-09 00:00:00-04:00,90,275.6730769230769,0.11154516916637601,2021-01-01
8083.500000000001,8193.25,8410.576923076924,7592.884615384616,-0.3355479774223867,session_end,239,2020-03-10 00:00:00-04:00,90,327.0769230769231,-0.33784101599247135,2021-01-01
8116.25,7984.250000000001,8461.076923076924,7599.009615384615,0.38280073615525917,time,240,2020-03-11 00:00:00-04:00,90,344.8269230769231,0.38062573197255883,2021-01-01
7445.75,7531.75,7848.692307692308,6841.336538461538,-0.2134300577482938,time,240,2020-03-13 00:00:00-04:00,90,402.9423076923077,-0.21529136639144753,2021-01-01
7176.5,7034.0,7681.9807692307695,6418.278846153846,0.28190983450637247,time,240,2020-03-18 00:00:00-04:00,90,505.4807692307692,0.2804260985352863,2021-01-01
6921.75,6931.25,7467.232142857143,6103.526785714285,-0.017415785510852128,time,240,2020-03-23 00:00:00-04:00,90,545.4821428571429,-0.0187907159459194,2021-01-01
7381.0,7454.25,7918.678571428572,6574.482142857143,-0.13623380936565924,time,240,2020-03-24 00:00:00-04:00,90,537.6785714285714,-0.13762869478578543,2021-01-01
7550.0,7495.75,8014.821428571428,6852.767857142858,0.11671148674606231,time,240,2020-04-03 00:00:00-04:00,90,464.82142857142827,0.11509796388782181,2021-01-01
8101.249999999999,8081.5,8507.482142857141,7491.901785714285,0.04861752164930106,time,240,2020-04-07 00:00:00-04:00,90,406.23214285714255,0.04677128664996043,2021-01-01
8766.25,8722.5,9046.535714285714,8345.82142857143,0.1560907237512744,time,240,2020-04-17 00:00:00-04:00,90,280.28571428571394,0.15341488277268112,2021-01-01
8394.5,8432.25,8653.321428571428,8006.267857142858,-0.14585345660273227,time,240,2020-04-21 00:00:00-04:00,90,258.8214285714284,-0.14875120739616404,2021-01-01
8816.25,8824.25,9072.339285714286,8432.11607142857,-0.031239104664946657,time,240,2020-04-27 00:00:00-04:00,90,256.0892857142857,-0.034167770727285406,2021-01-01
8699.25,8720.75,8921.17857142857,8366.357142857143,-0.09687801738010945,time,240,2020-04-28 00:00:00-04:00,90,221.92857142857136,-0.10025748310267141,2021-01-01
8969.0,8919.25,9200.30357142857,8622.044642857143,0.21508530842275922,time,240,2020-04-30 00:00:00-04:00,90,231.30357142857142,0.21184281633598395,2021-01-01
9046.25,9081.25,9261.857142857143,8722.839285714286,-0.1623322842471426,time,240,2020-05-07 00:00:00-04:00,90,215.60714285714286,-0.16581083319529566,2021-01-01
9114.5,8935.5,9310.32142857143,8820.767857142857,0.9140981214663505,time,240,2020-05-13 00:00:00-04:00,90,195.82142857142858,0.9102681014043407,2021-01-01
