entry,exit,stop_price,target_price,r_multiple_gross,exit_reason,hold_min,trade_date,obs_minute,stop_points,r_net,fold_test_end
9398.75,9409.0,9529.732142857143,9202.276785714286,-0.07825494205862303,time,240,2020-02-07 00:00:00-05:00,30,130.98214285714286,-0.08398091342876618,2021-01-01
9570.75,9639.5,9716.589285714286,9351.99107142857,-0.4714093302314191,time,240,2020-02-13 00:00:00-05:00,30,145.83928571428572,-0.4765519774703073,2021-01-01
9512.5,9436.25,9631.839285714286,9333.49107142857,0.6389346102049978,time,240,2020-02-21 00:00:00-05:00,30,119.33928571428571,0.6326500074816699,2021-01-01
8737.25,8708.75,8972.211538461539,8384.807692307691,0.1212964478638075,time,240,2020-03-05 00:00:00-05:00,30,234.96153846153845,0.11810443607791783,2021-01-01
8417.75,8379.5,8670.211538461539,8039.057692307692,0.15150822669104205,time,240,2020-03-06 00:00:00-05:00,30,252.46153846153845,0.14853747714808044,2021-01-01
7582.000000000001,7539.0,8107.285714285715,6794.07142857143,0.08186021212945513,time,240,2020-04-01 00:00:00-04:00,30,525.285714285714,0.08043241773184838,2021-01-01
8519.0,8578.5,8829.321428571428,8053.517857142858,-0.19173667855909796,time,240,2020-04-15 00:00:00-04:00,30,310.32142857142816,-0.19415352744849834,2021-01-01
10472.75,10600.25,10697.767857142857,10135.223214285714,-0.5666216966907388,time,240,2020-07-14 00:00:00-04:00,30,225.01785714285714,-0.569954765494802,2021-01-01
10554.75,10593.5,10782.55357142857,10213.044642857143,-0.1701026887199185,time,240,2020-07-16 00:00:00-04:00,30,227.80357142857142,-0.17339499882417497,2021-01-01
10543.5,10711.5,10789.910714285714,10173.88392857143,-0.6817885354011161,time,240,2020-07-30 00:00:00-04:00,30,246.41071428571428,-0.684832234219871,2021-01-01
12175.75,11915.348214285714,12349.517857142857,11915.098214285714,1.49856129894153,target,48,2020-09-03 00:00:00-04:00,30,173.76785714285714,1.4942451957661111,2021-01-01
11460.5,11501.75,11720.089285714286,11071.11607142857,-0.1589048634518814,session_end,179,2020-09-07 00:00:00-04:00,30,259.5892857142857,-0.16179404278737014,2021-01-01
11303.25,11223.5,11528.214285714286,10965.80357142857,0.35450071439911096,time,240,2020-10-28 00:00:00-04:00,30,224.96428571428572,0.35116685188125096,2021-01-01
