symbol,obs,feature,side,thr,n_train,er_train,wr_train,sr_train,n_test,er_test,wr_test,survivor
NQ,210,upbars10,>,7.0,59,0.08765162564777729,0.5932203389830508,0.21353037028101388,57,-0.04558579960935831,0.43859649122807015,False
NQ,210,upbars10,<,7.0,1384,0.0023157915833708236,0.5404624277456648,0.006990195362092133,595,0.005680701095416281,0.5411764705882353,False
NQ,210,ib_ratio,>,0.29255740877051334,1424,0.00960387622159713,0.547752808988764,0.028221203514848976,665,-0.010539762696868682,0.5172932330827068,False
NQ,210,ib_ratio,<,0.29255740877051334,159,-0.002845634524765212,0.5031446540880503,-0.010867451136440522,87,0.03566102393618271,0.5402298850574713,False
NQ,210,ib_ratio,>,0.3571510799523996,1187,0.013421179283288056,0.5551811288963774,0.038095506751483973,585,-0.013771655619576967,0.5145299145299145,False
NQ,210,ib_ratio,<,0.3571510799523996,396,-0.0068370605028946485,0.5075757575757576,-0.025531416426307744,167,0.024850212134627233,0.5389221556886228,False
NQ,210,ib_ratio,>,0.6286345363091799,396,0.022025856704822364,0.5505050505050505,0.05420415853422957,190,-0.04769581831380068,0.48947368421052634,False
NQ,210,ib_ratio,<,0.6286345363091799,1187,0.0037921015964675546,0.5408593091828138,0.012432969414865434,562,0.009173972186214152,0.5302491103202847,False
NQ,210,ib_ratio,>,0.8330267416626095,159,-0.024743730109047114,0.5094339622641509,-0.049533143095616176,67,-0.04706719593683774,0.5074626865671642,False
NQ,210,ib_ratio,<,0.8330267416626095,1424,0.012048958523493771,0.5470505617977528,0.03897026841278013,685,-0.0010991693185425553,0.5211678832116788,False
NQ,210,or30_range,>,17.5,1417,0.008760099429144658,0.5398729710656316,0.026542100933723608,751,-0.005318145770234925,0.5193075898801598,False
NQ,210,or30_range,<,17.5,158,0.011772644126859999,0.5759493670886076,0.0326230846318273,1,0.08749436247665252,1.0,False
NQ,210,or30_range,>,27.75,1179,0.011428833351394494,0.546225614927905,0.03372459409621629,751,-0.005318145770234925,0.5193075898801598,False
NQ,210,or30_range,<,27.75,392,-0.0007243657653659124,0.5357142857142857,-0.00225995648843924,1,0.08749436247665252,1.0,False
NQ,210,or30_range,>,89.75,395,0.01759978550527612,0.549367088607595,0.04879410160844559,422,-0.009674995964229428,0.5071090047393365,False
NQ,210,or30_range,<,89.75,1186,0.005750335620222879,0.5413153456998314,0.01778036616357228,329,0.0009561038958336885,0.5379939209726444,False
NQ,210,or30_range,>,134.15000000000143,159,0.02122237846199135,0.4968553459119497,0.053358238742475014,177,-0.011595563675236592,0.480225988700565,False
NQ,210,or30_range,<,134.15000000000143,1424,0.006916506794002822,0.5484550561797753,0.021258691651502137,575,-0.0032243797225267835,0.5321739130434783,False
NQ,210,pd_return,>,-0.016490255821686724,1424,0.004345187102444229,0.5428370786516854,0.01356915246449222,690,-0.008655446026022204,0.5289855072463768,False
NQ,210,pd_return,<,-0.016490255821686724,159,0.044251052932302234,0.5471698113207547,0.10240407914241371,58,0.03498101315259262,0.41379310344827586,False
NQ,210,pd_return,>,-0.005068254273093209,1187,0.002951723634828349,0.5408593091828138,0.009614393617481657,567,-0.0159340525182659,0.5202821869488536,False
NQ,210,pd_return,<,-0.005068254273093209,396,0.02454486842317018,0.5505050505050505,0.06110847317345589,181,0.028128446313545944,0.5193370165745856,False
NQ,210,pd_return,>,0.007841272461962201,396,-0.023883513574745267,0.51010101010101,-0.0886453229278345,185,-0.02052656811084713,0.518918918918919,False
NQ,210,pd_return,<,0.007841272461962201,1187,0.01910811729209416,0.5543386689132266,0.054380909620204414,563,-0.0002592253900501458,0.5204262877442274,False
NQ,210,pd_return,>,0.015441845169844676,159,-0.03480469435229889,0.5031446540880503,-0.11537148696719998,70,-0.011276406889571957,0.5142857142857142,False
NQ,210,pd_return,<,0.015441845169844676,1424,0.013172338660205172,0.547752808988764,0.03916779867914787,678,-0.004651932909786007,0.5206489675516224,False
NQ,210,on_range_atr,>,0.451368389862176,1424,0.010811239781763644,0.5526685393258427,0.03128349753961609,666,-0.006872558672153367,0.5225225225225225,False
NQ,210,on_range_atr,<,0.451368389862176,159,-0.013658752195690476,0.4591194968553459,-0.07245893181076468,86,0.0077987321474926015,0.5,False
NQ,210,on_range_atr,>,0.6052737436327088,1187,0.01623448574071791,0.5686604886267902,0.04450949096412771,549,-0.01666846953608444,0.5136612021857924,False
NQ,210,on_range_atr,<,0.6052737436327088,396,-0.015269875565948275,0.4671717171717172,-0.07239092658426834,203,0.025835254504140794,0.5369458128078818,False
NQ,210,on_range_atr,>,1.205774928556742,396,-0.038667869014215615,0.5252525252525253,-0.07803974803887205,185,-0.05513608957831893,0.4810810810810811,False
NQ,210,on_range_atr,<,1.205774928556742,1187,0.024040387514529082,0.5492839090143218,0.09403982658849715,567,0.011100076650827555,0.5326278659611993,False
NQ,210,on_range_atr,>,1.5989271855931175,159,-0.09834570392450293,0.4339622641509434,-0.15981204890904308,81,-0.0859803647280738,0.5061728395061729,False
NQ,210,on_range_atr,<,1.5989271855931175,1424,0.02026715644249481,0.5554775280898876,0.0716661867541773,671,0.004557341925490613,0.5216095380029806,False
NQ,270,ALL,,,1570,0.009753157153555517,0.554140127388535,0.03638134983523976,744,-0.0139721679687449,0.5040322580645161,False
NQ,270,d_pdh,>,-0.5730376661421238,1413,0.010473731737448148,0.5562632696390658,0.03808854289333009,668,-0.022504950736144665,0.4880239520958084,False
NQ,270,d_pdh,<,-0.5730376661421238,157,0.0032679858985218244,0.535031847133758,0.016687268279450204,74,0.06696522162673559,0.6486486486486487,False
NQ,270,d_pdh,>,-0.15683132686546256,1177,0.005241862756168685,0.5454545454545454,0.01863390492692273,573,-0.024191032849788636,0.47643979057591623,False
NQ,270,d_pdh,<,-0.15683132686546256,393,0.023264082104507935,0.5801526717557252,0.10403267047597795,169,0.02238805403291529,0.5976331360946746,False
NQ,270,d_pdh,>,0.8002002046546934,393,-0.00649695842902632,0.48854961832061067,-0.018896161836844685,179,-0.021528192636999705,0.4748603351955307,False
NQ,270,d_pdh,<,0.8002002046546934,1177,0.015179066604663978,0.5760407816482583,0.06393707838873726,563,-0.011055655789242018,0.5133214920071048,False
NQ,270,d_pdh,>,1.4292424540022306,157,0.013878421391996326,0.5222929936305732,0.03434695324801725,68,-0.006763905818167274,0.4264705882352941,False
NQ,270,d_pdh,<,1.4292424540022306,1413,0.009294794460395425,0.5576786978060864,0.037383652285650666,674,-0.014269933376455239,0.5118694362017804,False
NQ,270,d_pdl,>,-1.491980304301201,1413,0.009795980235170712,0.5555555555555556,0.035802831400925876,665,-0.017871859970284128,0.49473684210526314,False
NQ,270,d_pdl,<,-1.491980304301201,157,0.009367749419018773,0.5414012738853503,0.044049996174595825,77,0.02346631414120444,0.5844155844155844,False
NQ,270,d_pdl,>,-1.062307366071683,1177,0.004818732800298152,0.5412064570943076,0.01750903995609444,568,-0.019346791890070686,0.4841549295774648,False
NQ,270,d_pdl,<,-1.062307366071683,393,0.024531318639010775,0.5928753180661578,0.1000376732471011,174,0.005236190242493942,0.5689655172413793,False
NQ,270,d_pdl,>,-0.07051487391449099,393,-0.0065689010857136396,0.5089058524173028,-0.020871152815785905,179,-0.010840577549169459,0.4972067039106145,False
NQ,270,d_pdl,<,-0.07051487391449099,1177,0.01520308823939475,0.5692438402718777,0.06069293452265351,563,-0.014453671953934051,0.5062166962699822,False
NQ,270,d_pdl,>,0.43298957112213715,157,-0.015721610029874517,0.5222929936305732,-0.045698893471000146,71,-0.0027194446198735836,0.4507042253521127,False
NQ,270,d_pdl,<,0.43298957112213715,1413,0.012583686840603297,0.5576786978060864,0.04872336036531596,671,-0.014731445787414576,0.5096870342771982,False
NQ,270,d_pc,>,-0.9017849835690459,1413,0.005020710452029613,0.5506015569709837,0.018413370020971414,661,-0.019210390422466063,0.49016641452344933,False
NQ,270,d_pc,<,-0.9017849835690459,157,0.052345177467288645,0.5859872611464968,0.23927884069590336,81,0.03234799231955386,0.6172839506172839,False
NQ,270,d_pc,>,-0.4927913418891633,1177,0.0054412096727561735,0.5471537807986406,0.019514454505935672,558,-0.021206764157528292,0.48028673835125446,False
NQ,270,d_pc,<,-0.4927913418891633,393,0.02266705584287059,0.5750636132315522,0.09737009039907826,184,0.009540726676818385,0.5760869565217391,False
NQ,270,d_pc,>,0.320888640403325,393,-0.012313827260349356,0.49872773536895676,-0.0384536849488224,175,-0.023372119402330693,0.46285714285714286,False
NQ,270,d_pc,<,0.320888640403325,1177,0.017121317624808376,0.572642310960068,0.06904761176478698,567,-0.010560422920561434,0.5167548500881834,False
NQ,270,d_pc,>,0.8628229911496689,157,-0.007460367507753831,0.4968152866242038,-0.021101200300421136,66,-0.026019629658949776,0.3939393939393939,False
NQ,270,d_pc,<,0.8628229911496689,1413,0.011665771004812111,0.5605095541401274,0.04540489162356158,676,-0.012367729487981536,0.514792899408284,False
NQ,270,d_on_high,>,0.02093874299965895,1413,0.030786179166941523,0.5980184005661713,0.11687908460850553,647,0.0005747251136929833,0.5455950540958269,False
NQ,270,d_on_high,<,0.02093874299965895,157,-0.17954404096691856,0.1592356687898089,-0.7671963438542408,97,-0.11100144450830478,0.2268041237113402,False
NQ,270,d_on_high,>,0.15252407888415986,1177,0.044678615613767056,0.622769753610875,0.16375614381490158,514,0.012616484366547994,0.5817120622568094,False
NQ,270,d_on_high,<,0.15252407888415986,393,-0.09484548052499153,0.3486005089058524,-0.4254256788528353,230,-0.07339202579631249,0.33043478260869563,False
NQ,270,d_on_high,>,0.652526604039221,393,0.03549893841412188,0.55470737913486,0.09739336087482912,182,0.01565366303155622,0.5274725274725275,False
NQ,270,d_on_high,<,0.652526604039221,1177,0.001156647352873627,0.5539507221750213,0.005106492201996913,562,-0.023566298292685826,0.49644128113879005,False
NQ,270,d_on_high,>,1.0821576192861264,157,0.028922413820423962,0.5095541401273885,0.06514753758537735,71,0.039069147845710174,0.5070422535211268,False
NQ,270,d_on_high,<,1.0821576192861264,1413,0.0076232397461256885,0.5590941259731068,0.031643457291700414,673,-0.01956790856729811,0.5037147102526003,False
NQ,270,d_on_low,>,-1.1501003340496505,1413,0.020649483466926865,0.5633404104741684,0.08674035055689262,663,-0.0014555404851514762,0.49924585218702866,False
NQ,270,d_on_low,<,-1.1501003340496505,157,-0.08831377966678662,0.4713375796178344,-0.1979192638736712,81,-0.11642308181593551,0.5432098765432098,False
NQ,270,d_on_low,>,-0.7943229129342251,1177,0.02544282407095607,0.5615972812234494,0.11148320447333021,563,0.00299841649837542,0.5026642984014209,False
NQ,270,d_on_low,<,-0.7943229129342251,393,-0.03723599796547871,0.5318066157760815,-0.10389687835139488,181,-0.06675912407365507,0.5082872928176796,False
NQ,270,d_on_low,>,-0.18651289501155668,393,0.11696193131212738,0.727735368956743,0.586344082553741,186,0.1072249416591486,0.7043010752688172,True
NQ,270,d_on_low,<,-0.18651289501155668,1177,-0.02604382521205089,0.49617672047578587,-0.09355378622867583,558,-0.05437120451137605,0.43727598566308246,False
NQ,270,d_on_low,>,0.01403909941343205,157,0.19989782675113957,0.8535031847133758,0.9103490141417482,70,0.17697847358712135,0.8714285714285714,False
NQ,270,d_on_low,<,0.01403909941343205,1413,-0.011374028357287156,0.5208775654635527,-0.04296994692626515,674,-0.03380383697306335,0.4658753709198813,False
NQ,270,d_on_mid,>,-0.5003386027495439,1413,0.024613647288721195,0.5732484076433121,0.09697969862010893,656,-0.003984675157899982,0.5076219512195121,False
NQ,270,d_on_mid,<,-0.5003386027495439,157,-0.12399125406293555,0.3821656050955414,-0.35826574644482795,88,-0.08842438710413424,0.4772727272727273,False
NQ,270,d_on_mid,>,-0.2884876130005562,1177,0.029747950065413198,0.578589634664401,0.11602730445503329,553,0.005815583381128744,0.5226039783001808,False
NQ,270,d_on_mid,<,-0.2884876130005562,393,-0.050129466910710366,0.48091603053435117,-0.17128456091153754,191,-0.07126340617021153,0.450261780104712,False
NQ,270,d_on_mid,>,0.20474566631711463,393,0.07880413366981659,0.6361323155216285,0.28588984175799687,191,0.06690713493275714,0.5968586387434555,True
NQ,270,d_on_mid,<,0.20474566631711463,1177,-0.013302946305145084,0.5267629566694987,-0.05085306874127442,553,-0.04190697240669587,0.4719710669077758,False
NQ,270,d_on_mid,>,0.46657222411758326,157,0.11536596347991604,0.6496815286624203,0.3604760899023836,76,0.10651607254225216,0.618421052631579,False
NQ,270,d_on_mid,<,0.46657222411758326,1413,-0.0019815991049289892,0.5435244161358811,-0.007646205502755666,668,-0.027680410901133785,0.49101796407185627,False
NQ,270,d_vwap,>,-0.33668245790018436,1413,0.0030990552156712355,0.5470629865534324,0.011472787774681347,659,-0.017616636747917833,0.496206373292868,False
NQ,270,d_vwap,<,-0.33668245790018436,157,0.06964007459451403,0.6178343949044586,0.28823413389286656,85,0.014283184095666458,0.5647058823529412,False
NQ,270,d_vwap,>,-0.18794237984605747,1177,0.002738397482591985,0.5437553101104503,0.009978615830318466,554,-0.017396157084322638,0.49458483754512633,False
NQ,270,d_vwap,<,-0.18794237984605747,393,0.030761737643947563,0.5852417302798982,0.12441462796425576,190,-0.003988536547534004,0.531578947368421,False
NQ,270,d_vwap,>,0.12394257465453348,393,0.003172394401038422,0.5343511450381679,0.010159532102694997,191,-0.018690963368829142,0.5235602094240838,False
NQ,270,d_vwap,<,0.12394257465453348,1177,0.011950472159281274,0.5607476635514018,0.04747504314500171,553,-0.012342348942676018,0.4972875226039783,False
NQ,270,d_vwap,>,0.3086603139543322,157,0.019402435016935372,0.5222929936305732,0.055155117690582726,82,-0.04732308656584317,0.47560975609756095,False
NQ,270,d_vwap,<,0.3086603139543322,1413,0.008681015168735533,0.5576786978060864,0.03374608997163549,662,-0.009841087417442693,0.5075528700906344,False
NQ,270,on_position,>,0.0,1399,-0.012412701476001054,0.5175125089349535,-0.04674009897839284,671,-0.034464686584686315,0.46348733233979134,False
NQ,270,on_position,<,0.0,0,,,,0,,,False
NQ,270,on_position,>,0.2430415411289864,1177,-0.01963436829642628,0.5106202209005948,-0.07188890392167735,559,-0.0495267924118303,0.45796064400715564,False
NQ,270,on_position,<,0.2430415411289864,393,0.0977661786666053,0.6844783715012722,0.42264381814469026,185,0.09346045399711855,0.6432432432432432,True
NQ,270,on_position,>,0.8258840436650795,393,-0.09106452841848625,0.3842239185750636,-0.3581997164270682,211,-0.07815525030085348,0.3886255924170616,False
NQ,270,on_position,<,0.8258840436650795,1177,0.04341615666911407,0.610875106202209,0.1643212582918561,533,0.011436144173984765,0.549718574108818,False
NQ,270,on_position,>,0.9767386759581882,157,-0.1849947806065289,0.1592356687898089,-0.7357292880081142,95,-0.11297652357621066,0.23157894736842105,False
NQ,270,on_position,<,0.9767386759581882,1413,0.031391816904676004,0.5980184005661713,0.120216274685479,649,0.0005199950246437665,0.5439137134052389,False
NQ,270,gap_atr,>,-0.5080949355453569,1413,0.008453069840835294,0.551309271054494,0.03309292379002895,673,-0.00844392457164466,0.5156017830609212,False
NQ,270,gap_atr,<,-0.5080949355453569,157,0.021453942968037487,0.5796178343949044,0.059027190879658964,69,-0.06369738340071515,0.391304347826087,False
NQ,270,gap_atr,>,-0.19596673504428433,1177,0.0044637256623177085,0.5446049277824979,0.01770841331063237,558,-0.007753811822817002,0.5268817204301075,False
NQ,270,gap_atr,<,-0.19596673504428433,393,0.025594533400850418,0.5826972010178118,0.08230519893193539,184,-0.03125681355562128,0.43478260869565216,False
NQ,270,gap_atr,>,0.31227956406067714,393,0.00818325391283951,0.5750636132315522,0.028754906164323555,188,-0.022285259273075394,0.5638297872340425,False
NQ,270,gap_atr,<,0.31227956406067714,1177,0.01027734744548533,0.5471537807986406,0.039157285067497535,554,-0.010628613624599331,0.48375451263537905,False
NQ,270,gap_atr,>,0.5450537746441314,157,0.03763910362775975,0.6178343949044586,0.1214585742647154,94,-0.03596431932267042,0.5531914893617021,False
NQ,270,gap_atr,<,0.5450537746441314,1413,0.0066547186564217126,0.5470629865534324,0.02530613207509838,648,-0.010335238696041957,0.49691358024691357,False
NQ,270,atr_pctile,>,0.4793754760091394,1413,0.007416580943101548,0.5491861288039632,0.027807147171449772,742,-0.014323995201291927,0.5026954177897575,False
NQ,270,atr_pctile,<,0.4793754760091394,157,0.030782343047641218,0.5987261146496815,0.10990364630880177,2,0.11655573530620299,1.0,False
NQ,270,atr_pctile,>,0.6758742383935468,1177,0.0067364642267840865,0.5514018691588785,0.024796518332971036,560,-0.013409164700765563,0.49464285714285716,False
NQ,270,atr_pctile,<,0.6758742383935468,393,0.018787883807016004,0.5623409669211196,0.07305927417665631,184,-0.015685656175638527,0.532608695652174,False
NQ,270,atr_pctile,>,0.9233473557692308,393,0.0005445441708213848,0.5343511450381679,0.0017824819208056694,122,-0.000442831832183586,0.5245901639344263,False
NQ,270,atr_pctile,<,0.9233473557692308,1177,0.012827910681350346,0.5607476635514018,0.050417272193353575,622,-0.016625831969806767,0.5,False
NQ,270,atr_pctile,>,0.9655341446923598,157,-0.0011697593696054697,0.5031847133757962,-0.0036367874713137726,62,0.0006218315258464353,0.5645161290322581,False
NQ,270,atr_pctile,<,0.9655341446923598,1413,0.010966814545017847,0.5598018400566172,0.041928457694711756,682,-0.01529889519552593,0.49853372434017595,False
NQ,270,ret_5m,>,-0.0008935050863818516,1413,0.010381617333962813,0.5520169851380042,0.04012498214915316,675,-0.013306387844145623,0.49925925925925924,False
NQ,270,ret_5m,<,-0.0008935050863818516,157,0.004097015529889854,0.5732484076433121,0.011984256309487497,69,-0.020485234405042158,0.5507246376811594,False
NQ,270,ret_5m,>,-0.0003613434838849183,1177,0.006842840588084931,0.5437553101104503,0.026701516165708948,558,-0.020694630473983622,0.492831541218638,False
NQ,270,ret_5m,<,-0.0003613434838849183,393,0.018469296078641718,0.5852417302798982,0.06138502617397628,186,0.006195219546971275,0.5376344086021505,False
NQ,270,ret_5m,>,0.00033028732131673566,393,0.0017610138029433779,0.5343511450381679,0.005716600056056635,224,-0.010540208559396547,0.4732142857142857,False
NQ,270,ret_5m,<,0.00033028732131673566,1177,0.012421731781245041,0.5607476635514018,0.04901554563418851,520,-0.015450550483541107,0.5173076923076924,False
NQ,270,ret_5m,>,0.0008398514095992798,157,-0.04331408033913189,0.4585987261146497,-0.11497373360830258,66,-0.0579288062707531,0.45454545454545453,False
NQ,270,ret_5m,<,0.0008398514095992798,1413,0.015649516874965224,0.564755838641189,0.06194227625159489,678,-0.009693203178283923,0.5088495575221239,False
NQ,270,ret_15m,>,-0.0016251346188069448,1413,0.0075086978184696306,0.554140127388535,0.02890590258491515,689,-0.014196625745157785,0.5036284470246735,False
NQ,270,ret_15m,<,-0.0016251346188069448,157,0.029953291169328475,0.554140127388535,0.08965823382818892,55,-0.011160324187863413,0.509090909090909,False
NQ,270,ret_15m,>,-0.000654588125020561,1177,0.004796684552028204,0.5429056924384027,0.018761327774777337,572,-0.0058388396982307295,0.5052447552447552,False
NQ,270,ret_15m,<,-0.000654588125020561,393,0.02459735117899482,0.5877862595419847,0.08142346672213557,172,-0.041020213147431546,0.5,False
NQ,270,ret_15m,>,0.0006107308364236563,393,0.020005942410660588,0.5572519083969466,0.06741160574058891,230,-0.02392005704435745,0.4434782608695652,False
NQ,270,ret_15m,<,0.0006107308364236563,1177,0.006329754769492393,0.5531011045029737,0.024549504707278784,514,-0.009520777915455232,0.5311284046692607,False
NQ,270,ret_15m,>,0.001456551821765543,157,0.013728059021434109,0.5414012738853503,0.03761057320256637,75,-0.046504907763666135,0.38666666666666666,False
NQ,270,ret_15m,<,0.001456551821765543,1413,0.009311501390457893,0.5555555555555556,0.03648422966428141,669,-0.01032499983030081,0.5171898355754858,False
NQ,270,ret_30m,>,-0.0024371348371220567,1413,0.010350585302014829,0.5555555555555556,0.04038255953562445,680,-0.01589478761578718,0.5029411764705882,False
NQ,270,ret_30m,<,-0.0024371348371220567,157,0.004376303817421719,0.5414012738853503,0.012224887512793749,64,0.006455665781079294,0.515625,False
NQ,270,ret_30m,>,-0.0008060765714706652,1177,0.011294783274046987,0.5522514868309261,0.044728867610348784,544,-0.0053350410075449625,0.5055147058823529,False
NQ,270,ret_30m,<,-0.0008060765714706652,393,0.005136124217630686,0.5597964376590331,0.016548260283995194,200,-0.037465153303208716,0.5,False
NQ,270,ret_30m,>,0.0009710659822830814,393,0.013530671657740963,0.5623409669211196,0.04568039085716259,222,-0.012772776102243252,0.5,False
NQ,270,ret_30m,<,0.0009710659822830814,1177,0.008491846023440918,0.5514018691588785,0.03289715240036513,522,-0.014482254164843297,0.5057471264367817,False
NQ,270,ret_30m,>,0.0022970452832330457,157,0.008766389634425843,0.5477707006369427,0.023270029022446025,77,-0.0238868412784118,0.5064935064935064,False
NQ,270,ret_30m,<,0.0022970452832330457,1413,0.00986279798901437,0.5548478414720452,0.038931826166906394,667,-0.012827595487718885,0.5037481259370314,False
NQ,270,ret_60m,>,-0.003637795217047912,1413,0.009966905610727397,0.5534324133050248,0.03862346124121963,673,-0.010921012422986272,0.5096582466567607,False
NQ,270,ret_60m,<,-0.003637795217047912,157,0.007829421039008577,0.5605095541401274,0.02259408286474421,71,-0.04289368462079496,0.4507042253521127,False
NQ,270,ret_60m,>,-0.0012643226115538753,1177,0.008105840637542926,0.5488530161427357,0.0318590274523231,561,-0.013070964051131118,0.49376114081996436,False
NQ,270,ret_60m,<,-0.0012643226115538753,393,0.01468672341143547,0.5699745547073791,0.048051390435124255,183,-0.016734875060446155,0.5355191256830601,False
NQ,270,ret_60m,>,0.0014301497917593164,393,0.032825553257319895,0.5877862595419847,0.11945391123747282,209,0.0055012790528105905,0.5119617224880383,False
NQ,270,ret_60m,<,0.0014301497917593164,1177,0.002049289975323231,0.5429056924384027,0.007719380231661014,535,-0.02157955194538994,0.5009345794392523,False
NQ,270,ret_60m,>,0.003208840114183276,157,0.02083592679658609,0.5923566878980892,0.0661800860982503,81,-0.008925097096122303,0.4691358024691358,False
NQ,270,ret_60m,<,0.003208840114183276,1413,0.008521738304329896,0.5498938428874734,0.03246709110383294,663,-0.014588778437345845,0.5082956259426847,False
NQ,270,rel_volume,>,0.701827867366096,1413,0.011709093155570878,0.5590941259731068,0.042850860433661084,705,-0.017464968035235253,0.5049645390070922,False
NQ,270,rel_volume,<,0.701827867366096,157,-0.007850266864582756,0.5095541401273885,-0.036348085671398564,39,0.04916691015627305,0.48717948717948717,False
NQ,270,rel_volume,>,0.8272836112832482,1177,0.011815083256188906,0.556499575191164,0.04182260547355698,614,-0.011024336644677902,0.506514657980456,False
NQ,270,rel_volume,<,0.8272836112832482,393,0.0035778721082641643,0.5470737913486005,0.016300855580650184,130,-0.02789500206856901,0.49230769230769234,False
NQ,270,rel_volume,>,1.194938194528757,393,0.024632332326459373,0.5674300254452926,0.07038462143930367,162,-0.02665520210905016,0.49382716049382713,False
NQ,270,rel_volume,<,1.194938194528757,1177,0.004785004355805969,0.5497026338147833,0.020410738932240487,582,-0.01044183887814446,0.506872852233677,False
NQ,270,rel_volume,>,1.4612650429677883,157,0.020487836310187645,0.554140127388535,0.05005136535908491,29,0.04889973958528647,0.5862068965517241,False
NQ,270,rel_volume,<,1.4612650429677883,1413,0.008560415025040836,0.554140127388535,0.034566061895185164,715,-0.016522217366041276,0.5006993006993007,False
NQ,270,upbars10,>,3.0,1259,0.006751616372402484,0.5496425734710088,0.024831126806332354,620,-0.018869595100934916,0.4967741935483871,False
NQ,270,upbars10,<,3.0,101,-0.0010044864367017962,0.5544554455445545,-0.004119867027385913,33,0.03188471917431502,0.6060606060606061,False
NQ,270,upbars10,>,4.0,873,0.011327791433567517,0.5475372279495991,0.041064931238379586,460,-0.031184689912139303,0.4608695652173913,False
NQ,270,upbars10,<,4.0,311,0.021904089126133224,0.572347266881029,0.08689379398528084,124,0.010514967692205198,0.5403225806451613,False
NQ,270,upbars10,>,6.0,176,0.013971909941238118,0.5284090909090909,0.0425914024597761,137,-0.02140033772417671,0.44525547445255476,False
NQ,270,upbars10,<,6.0,1103,0.010869753384851787,0.5657298277425205,0.04097499754555336,454,-0.01040959116154976,0.5308370044052864,False
NQ,270,upbars10,>,7.0,48,0.007570324513602289,0.5833333333333334,0.019751512038508313,42,-0.031003852833189446,0.38095238095238093,False
NQ,270,upbars10,<,7.0,1394,0.009220516916373206,0.5573888091822095,0.0355092871022471,607,-0.012295628831192746,0.5172981878088962,False
NQ,270,ib_ratio,>,0.293350107323558,1413,0.009561224571343402,0.5555555555555556,0.0349277268446086,658,-0.0216666916612832,0.5,False
NQ,270,ib_ratio,<,0.293350107323558,157,0.011480550393464515,0.5414012738853503,0.05438765742704026,86,0.044899885399745876,0.5348837209302325,False
NQ,270,ib_ratio,>,0.35738956916335035,1177,0.011365195117160776,0.5531011045029737,0.04054468680998922,581,-0.02789944953521461,0.49569707401032703,False
NQ,270,ib_ratio,<,0.35738956916335035,393,0.004925247018279717,0.5572519083969466,0.021620155345709945,163,0.03567047368842628,0.5337423312883436,False
NQ,270,ib_ratio,>,0.6310500181752179,393,0.01413105029753,0.549618320610687,0.04513227488801932,186,-0.045165482147577436,0.46774193548387094,False
NQ,270,ib_ratio,<,0.6310500181752179,1177,0.00829137974864305,0.5556499575191164,0.032981823703800185,558,-0.0035743965758007175,0.5161290322580645,False
NQ,270,ib_ratio,>,0.8331165446277372,157,-0.004913768431132297,0.535031847133758,-0.012481736665756376,67,-0.05325581651548363,0.47761194029850745,False
NQ,270,ib_ratio,<,0.8331165446277372,1413,0.01138281555185416,0.5562632696390658,0.04545520538871015,677,-0.010084421362199114,0.5066469719350074,False
NQ,270,or30_range,>,17.5,1408,0.008547482196731751,0.5518465909090909,0.03182093636944319,743,-0.014021323098476464,0.5033647375504711,False
NQ,270,or30_range,<,17.5,155,0.027355768585643286,0.5870967741935483,0.10369905443435662,1,0.022550093421809102,1.0,False
NQ,270,or30_range,>,27.75,1172,0.009544601502566948,0.5486348122866894,0.03454733269948238,743,-0.014021323098476464,0.5033647375504711,False
NQ,270,or30_range,<,27.75,387,0.01185071965758869,0.5736434108527132,0.04836428674351156,1,0.022550093421809102,1.0,False
NQ,270,or30_range,>,89.93750000000068,393,0.017074710623301074,0.544529262086514,0.05845684794786138,419,-0.025220238679905894,0.49403341288782815,False
NQ,270,or30_range,<,89.93750000000068,1177,0.007308492316163841,0.5573491928632116,0.028146752545829535,325,0.0005291908865672773,0.5169230769230769,False
NQ,270,or30_range,>,134.27500000000168,157,0.029267524970249634,0.5159235668789809,0.09532228609349082,177,-0.03615690596421769,0.4915254237288136,False
NQ,270,or30_range,<,134.27500000000168,1413,0.0075848940628117255,0.5583864118895966,0.028792671022551966,567,-0.00704677356804175,0.5079365079365079,False
NQ,270,pd_return,>,-0.0165222046455467,1413,0.00564339928064745,0.5548478414720452,0.02237197310652948,682,-0.012856741734485455,0.5087976539589443,False
NQ,270,pd_return,<,-0.0165222046455467,157,0.04674097800972808,0.5477707006369427,0.12260243791220359,58,-0.019956112080857673,0.4482758620689655,False
NQ,270,pd_return,>,-0.005073418435953075,1177,0.004581813723552718,0.5556499575191164,0.018702115459711677,559,-0.019074444595268355,0.49731663685152055,False
NQ,270,pd_return,<,-0.005073418435953075,393,0.025240870174200018,0.549618320610687,0.07706504450234677,181,0.004071061685890541,0.5248618784530387,False
NQ,270,pd_return,>,0.007958150075583703,393,-0.01625315981404673,0.5114503816793893,-0.07233126408989175,177,-0.030681033033060065,0.4858757062146893,False
NQ,270,pd_return,<,0.007958150075583703,1177,0.018436659760409962,0.5683942225998301,0.06569775954920928,563,-0.007984386353032315,0.5097690941385435,False
NQ,270,pd_return,>,0.015542851625803676,157,-0.020443351884274118,0.49044585987261147,-0.08154227297832019,68,-0.030715540556680014,0.4852941176470588,False
NQ,270,pd_return,<,0.015542851625803676,1413,0.013108324824425475,0.5612172682236376,0.04858217191847804,672,-0.011662344651420511,0.5059523809523809,False
